,tconst,rotten_tomatoes_link
12621,tt0315503,m/halloween_4_the_return_of_michael_myers
12622,tt0315503,m/a_nightmare_on_elm_street_4_the_dream_master
12623,tt0096207,m/halloween_4_the_return_of_michael_myers
12624,tt0096207,m/a_nightmare_on_elm_street_4_the_dream_master
12625,tt0095271,m/halloween_4_the_return_of_michael_myers
12626,tt0095271,m/a_nightmare_on_elm_street_4_the_dream_master
12627,tt0095174,m/1007832-frantic
12628,tt0094898,m/coming_to_america
12629,tt0327417,m/coming_to_america
12630,tt0093121,m/coming_to_america
12631,tt0096094,m/shes_having_a_baby
12632,tt0093624,m/night_of_the_demons
12633,tt0094738,m/thin_blue_line
12634,tt0205862,m/thin_blue_line
12635,tt0096257,m/thin_blue_line
12636,tt0095250,m/thin_blue_line
12637,tt0095428,m/1011392-kansas
12638,tt0096486,m/young_einstein
12639,tt0095243,m/gorillas_in_the_mist
12640,tt12182762,m/johnny_be_good
12641,tt0095409,m/johnny_be_good
12642,tt0096770,m/school_daze
12643,tt0096472,m/school_daze
12644,tt0096054,m/school_daze
12645,tt0095897,m/presidio
12646,tt0094712,m/bat_21
12647,tt0131204,m/bat_21
12648,tt0096256,m/they_live
12649,tt0096280,m/to_kill_a_priest
12650,tt0096235,m/killer_klowns_from_outer_space
12651,tt0095444,m/killer_klowns_from_outer_space
12652,tt0094921,m/midnight_crossing
12653,tt0094921,m/crossing_delancey
12654,tt0095629,m/midnight_crossing
12655,tt0095629,m/crossing_delancey
12656,tt0094612,m/action_jackson
12657,tt0095296,m/hero_and_the_terror
12658,tt0092617,m/miami_connection
12659,tt0143508,m/miami_connection
12660,tt0191442,m/18_again
12661,tt0095277,m/18_again
12662,tt0290395,m/18_again
12663,tt0094593,m/18_again
12664,tt0095037,m/1005967-distant_thunder
12665,tt0095036,m/1005967-distant_thunder
12666,tt0096438,m/who_framed_roger_rabbit
12667,tt0096118,m/sleepaway_camp_ii_unhappy_campers
12668,tt0098640,m/lady_in_white
12669,tt0098640,m/lair_of_the_white_worm
12670,tt0095488,m/lady_in_white
12671,tt0095488,m/lair_of_the_white_worm
12672,tt0095484,m/lady_in_white
12673,tt0095484,m/lair_of_the_white_worm
12674,tt0092783,m/cop
12675,tt0096283,m/my_neighbor_totoro
12676,tt0094663,m/another_woman
12677,tt0096824,m/another_woman
12678,tt0094715,m/beaches
12679,tt0094746,m/biloxi_blues
12680,tt0095925,m/pumpkinhead
12681,tt0095107,m/ernest_saves_christmas
12682,tt0094631,m/alien_nation
12683,tt0094731,m/1002205-betrayed
12684,tt0096244,m/tequila_sunrise
12685,tt0096180,m/stormy_monday
12686,tt0096259,m/things_change
12687,tt0095956,m/rambo_iii
12688,tt0094890,m/cocoon_the_return
12689,tt0096087,m/1018704-shakedown
12690,tt0096219,m/talk_radio
12691,tt0096223,m/tapeheads
12692,tt0095169,m/for_keeps
12693,tt0095853,m/permanent_record
12694,tt0095647,m/mississippi_burning
12695,tt0094606,m/accidental_tourist
12696,tt0096463,m/working_girl
12697,tt0095583,m/maniac_cop
12698,tt0095088,m/elvira_mistress_of_the_dark
12699,tt0121383,m/elvira_mistress_of_the_dark
12700,tt0430591,m/elvira_mistress_of_the_dark
12701,tt0094761,m/the_blob_1988
12702,tt0093744,m/new_adventures_of_pippi_longstocking
12703,tt0094602,m/above_the_law
12704,tt0095788,m/above_the_law
12705,tt0095016,m/die_hard
12706,tt0172538,m/die_hard
12707,tt0095082,m/eight_men_out
12708,tt0097493,m/heathers
12709,tt0093230,m/fish_called_wanda
12710,tt0345736,m/fish_called_wanda
12711,tt0095159,m/fish_called_wanda
12712,tt0310818,m/fish_called_wanda
12713,tt0095726,m/new_life
12714,tt0093496,m/new_life
12715,tt0096310,m/tromas_war
12716,tt0095519,m/license_to_drive
12717,tt0095188,m/1007990-funny_farm
12718,tt0097403,m/1007990-funny_farm
12719,tt0095294,m/hellbound_hellraiser_ii
12720,tt0095119,m/everybodys_allamerican
12721,tt0095690,m/mystic_pizza
12722,tt0096316,m/tucker_the_man_and_his_dream
12723,tt0094910,m/couch_trip
12724,tt0096446,m/willow
12725,tt0096018,m/running_on_empty
12726,tt0095253,m/great_outdoors
12727,tt0094964,m/dead_ringers
12728,tt0096487,m/young_guns
12729,tt0095705,m/the_naked_gun_from_the_files_of_police_squad
12730,tt0096032,m/sweet_hearts_dance
12731,tt0096200,m/sweet_hearts_dance
12732,tt0094768,m/blue_iguana
12733,tt0095354,m/blue_iguana
12734,tt0094608,m/1000224-accused
12735,tt0949552,m/sunset
12736,tt0096193,m/sunset
12737,tt0095327,m/grave_of_the_fireflies
12738,tt0095270,m/1009096-hairspray
12739,tt0096320,m/1022191-twins
12740,tt0095654,m/moon_over_parador
12741,tt0094744,m/big_top_pee_wee
12742,tt0240593,m/friday_the_13th_part_7_the_new_blood
12743,tt0095179,m/friday_the_13th_part_7_the_new_blood
12744,tt0094591,m/friday_the_13th_part_7_the_new_blood
12745,tt0094721,m/beetlejuice
12746,tt0095304,m/high_spirits
12747,tt0095903,m/prince_of_pennsylvania
12748,tt0094884,m/clean_and_sober
12749,tt0096061,m/scrooged
12750,tt0095348,m/im_gonna_git_you_sucka
12751,tt0094846,m/casual_sex
12752,tt1043500,m/pelle_the_conqueror
12753,tt0094027,m/stand_and_deliver
12754,tt0094824,m/caddyshack_2
12755,tt0095599,m/1013488-masquerade
12756,tt0095776,m/oliver_and_company
12757,tt0153020,m/good_mother
12758,tt0180436,m/cry_in_the_dark
12759,tt0095895,m/powaqqatsi
12760,tt0095031,m/dirty_rotten_scoundrels
12761,tt0094862,m/childs_play
12762,tt0096073,m/seventh_sign
12763,tt0101545,m/career_opportunities
12764,tt0105380,m/american_tail_fievel_goes_west
12765,tt0101329,m/american_tail_fievel_goes_west
12766,tt0264356,m/american_tail_fievel_goes_west
12767,tt0103669,m/american_tail_fievel_goes_west
12768,tt0101327,m/american_tail_fievel_goes_west
12769,tt0101324,m/american_tail_fievel_goes_west
12770,tt0102968,m/naked_gun_2_12_the_the_smell_of_fear
12771,tt0102968,m/terminator_2_judgment_day
12772,tt0102968,m/highlander_2_the_quickening
12773,tt0102968,m/house_party_2
12774,tt0102968,m/fx_2_the_deadly_art_of_illusion
12775,tt0337274,m/naked_gun_2_12_the_the_smell_of_fear
12776,tt0337274,m/terminator_2_judgment_day
12777,tt0337274,m/highlander_2_the_quickening
12778,tt0337274,m/house_party_2
12779,tt0337274,m/fx_2_the_deadly_art_of_illusion
12780,tt0099558,m/naked_gun_2_12_the_the_smell_of_fear
12781,tt0099558,m/terminator_2_judgment_day
12782,tt0099558,m/highlander_2_the_quickening
12783,tt0099558,m/house_party_2
12784,tt0099558,m/fx_2_the_deadly_art_of_illusion
12785,tt0206391,m/naked_gun_2_12_the_the_smell_of_fear
12786,tt0206391,m/terminator_2_judgment_day
12787,tt0206391,m/highlander_2_the_quickening
12788,tt0206391,m/house_party_2
12789,tt0206391,m/fx_2_the_deadly_art_of_illusion
12790,tt0102065,m/naked_gun_2_12_the_the_smell_of_fear
12791,tt0102065,m/terminator_2_judgment_day
12792,tt0102065,m/highlander_2_the_quickening
12793,tt0102065,m/house_party_2
12794,tt0102065,m/fx_2_the_deadly_art_of_illusion
12795,tt0778626,m/naked_gun_2_12_the_the_smell_of_fear
12796,tt0778626,m/terminator_2_judgment_day
12797,tt0778626,m/highlander_2_the_quickening
12798,tt0778626,m/house_party_2
12799,tt0778626,m/fx_2_the_deadly_art_of_illusion
12800,tt0101738,m/naked_gun_2_12_the_the_smell_of_fear
12801,tt0101738,m/terminator_2_judgment_day
12802,tt0101738,m/highlander_2_the_quickening
12803,tt0101738,m/house_party_2
12804,tt0101738,m/fx_2_the_deadly_art_of_illusion
12805,tt0101251,m/naked_gun_2_12_the_the_smell_of_fear
12806,tt0101251,m/terminator_2_judgment_day
12807,tt0101251,m/highlander_2_the_quickening
12808,tt0101251,m/house_party_2
12809,tt0101251,m/fx_2_the_deadly_art_of_illusion
12810,tt0102529,m/naked_gun_2_12_the_the_smell_of_fear
12811,tt0102529,m/terminator_2_judgment_day
12812,tt0102529,m/highlander_2_the_quickening
12813,tt0102529,m/house_party_2
12814,tt0102529,m/fx_2_the_deadly_art_of_illusion
12815,tt0101846,m/naked_gun_2_12_the_the_smell_of_fear
12816,tt0101846,m/terminator_2_judgment_day
12817,tt0101846,m/highlander_2_the_quickening
12818,tt0101846,m/house_party_2
12819,tt0101846,m/fx_2_the_deadly_art_of_illusion
12820,tt0291297,m/naked_gun_2_12_the_the_smell_of_fear
12821,tt0291297,m/terminator_2_judgment_day
12822,tt0291297,m/highlander_2_the_quickening
12823,tt0291297,m/house_party_2
12824,tt0291297,m/fx_2_the_deadly_art_of_illusion
12825,tt0159289,m/naked_gun_2_12_the_the_smell_of_fear
12826,tt0159289,m/terminator_2_judgment_day
12827,tt0159289,m/highlander_2_the_quickening
12828,tt0159289,m/house_party_2
12829,tt0159289,m/fx_2_the_deadly_art_of_illusion
12830,tt0102178,m/naked_gun_2_12_the_the_smell_of_fear
12831,tt0102178,m/terminator_2_judgment_day
12832,tt0102178,m/highlander_2_the_quickening
12833,tt0102178,m/house_party_2
12834,tt0102178,m/fx_2_the_deadly_art_of_illusion
12835,tt0131846,m/naked_gun_2_12_the_the_smell_of_fear
12836,tt0131846,m/terminator_2_judgment_day
12837,tt0131846,m/highlander_2_the_quickening
12838,tt0131846,m/house_party_2
12839,tt0131846,m/fx_2_the_deadly_art_of_illusion
12840,tt0107896,m/naked_gun_2_12_the_the_smell_of_fear
12841,tt0107896,m/terminator_2_judgment_day
12842,tt0107896,m/highlander_2_the_quickening
12843,tt0107896,m/house_party_2
12844,tt0107896,m/fx_2_the_deadly_art_of_illusion
12845,tt0102117,m/naked_gun_2_12_the_the_smell_of_fear
12846,tt0102117,m/terminator_2_judgment_day
12847,tt0102117,m/highlander_2_the_quickening
12848,tt0102117,m/house_party_2
12849,tt0102117,m/fx_2_the_deadly_art_of_illusion
12850,tt0131869,m/naked_gun_2_12_the_the_smell_of_fear
12851,tt0131869,m/terminator_2_judgment_day
12852,tt0131869,m/highlander_2_the_quickening
12853,tt0131869,m/house_party_2
12854,tt0131869,m/fx_2_the_deadly_art_of_illusion
12855,tt0141491,m/naked_gun_2_12_the_the_smell_of_fear
12856,tt0141491,m/terminator_2_judgment_day
12857,tt0141491,m/highlander_2_the_quickening
12858,tt0141491,m/house_party_2
12859,tt0141491,m/fx_2_the_deadly_art_of_illusion
12860,tt0197935,m/naked_gun_2_12_the_the_smell_of_fear
12861,tt0197935,m/terminator_2_judgment_day
12862,tt0197935,m/highlander_2_the_quickening
12863,tt0197935,m/house_party_2
12864,tt0197935,m/fx_2_the_deadly_art_of_illusion
12865,tt0102202,m/naked_gun_2_12_the_the_smell_of_fear
12866,tt0102202,m/terminator_2_judgment_day
12867,tt0102202,m/highlander_2_the_quickening
12868,tt0102202,m/house_party_2
12869,tt0102202,m/fx_2_the_deadly_art_of_illusion
12870,tt0153355,m/naked_gun_2_12_the_the_smell_of_fear
12871,tt0153355,m/terminator_2_judgment_day
12872,tt0153355,m/highlander_2_the_quickening
12873,tt0153355,m/house_party_2
12874,tt0153355,m/fx_2_the_deadly_art_of_illusion
12875,tt0327970,m/naked_gun_2_12_the_the_smell_of_fear
12876,tt0327970,m/terminator_2_judgment_day
12877,tt0327970,m/highlander_2_the_quickening
12878,tt0327970,m/house_party_2
12879,tt0327970,m/fx_2_the_deadly_art_of_illusion
12880,tt0103064,m/naked_gun_2_12_the_the_smell_of_fear
12881,tt0103064,m/terminator_2_judgment_day
12882,tt0103064,m/highlander_2_the_quickening
12883,tt0103064,m/house_party_2
12884,tt0103064,m/fx_2_the_deadly_art_of_illusion
12885,tt0103991,m/naked_gun_2_12_the_the_smell_of_fear
12886,tt0103991,m/terminator_2_judgment_day
12887,tt0103991,m/highlander_2_the_quickening
12888,tt0103991,m/house_party_2
12889,tt0103991,m/fx_2_the_deadly_art_of_illusion
12890,tt0102522,m/naked_gun_2_12_the_the_smell_of_fear
12891,tt0102522,m/terminator_2_judgment_day
12892,tt0102522,m/highlander_2_the_quickening
12893,tt0102522,m/house_party_2
12894,tt0102522,m/fx_2_the_deadly_art_of_illusion
12895,tt0101412,m/naked_gun_2_12_the_the_smell_of_fear
12896,tt0101412,m/terminator_2_judgment_day
12897,tt0101412,m/highlander_2_the_quickening
12898,tt0101412,m/house_party_2
12899,tt0101412,m/fx_2_the_deadly_art_of_illusion
12900,tt0185994,m/naked_gun_2_12_the_the_smell_of_fear
12901,tt0185994,m/terminator_2_judgment_day
12902,tt0185994,m/highlander_2_the_quickening
12903,tt0185994,m/house_party_2
12904,tt0185994,m/fx_2_the_deadly_art_of_illusion
12905,tt0179365,m/naked_gun_2_12_the_the_smell_of_fear
12906,tt0179365,m/terminator_2_judgment_day
12907,tt0179365,m/highlander_2_the_quickening
12908,tt0179365,m/house_party_2
12909,tt0179365,m/fx_2_the_deadly_art_of_illusion
12910,tt0162182,m/naked_gun_2_12_the_the_smell_of_fear
12911,tt0162182,m/terminator_2_judgment_day
12912,tt0162182,m/highlander_2_the_quickening
12913,tt0162182,m/house_party_2
12914,tt0162182,m/fx_2_the_deadly_art_of_illusion
12915,tt0383438,m/naked_gun_2_12_the_the_smell_of_fear
12916,tt0383438,m/terminator_2_judgment_day
12917,tt0383438,m/highlander_2_the_quickening
12918,tt0383438,m/house_party_2
12919,tt0383438,m/fx_2_the_deadly_art_of_illusion
12920,tt0102510,m/naked_gun_2_12_the_the_smell_of_fear
12921,tt0102510,m/terminator_2_judgment_day
12922,tt0102510,m/highlander_2_the_quickening
12923,tt0102510,m/house_party_2
12924,tt0102510,m/fx_2_the_deadly_art_of_illusion
12925,tt0102719,m/naked_gun_2_12_the_the_smell_of_fear
12926,tt0102719,m/terminator_2_judgment_day
12927,tt0102719,m/highlander_2_the_quickening
12928,tt0102719,m/house_party_2
12929,tt0102719,m/fx_2_the_deadly_art_of_illusion
12930,tt0283263,m/naked_gun_2_12_the_the_smell_of_fear
12931,tt0283263,m/terminator_2_judgment_day
12932,tt0283263,m/highlander_2_the_quickening
12933,tt0283263,m/house_party_2
12934,tt0283263,m/fx_2_the_deadly_art_of_illusion
12935,tt0444344,m/naked_gun_2_12_the_the_smell_of_fear
12936,tt0444344,m/terminator_2_judgment_day
12937,tt0444344,m/highlander_2_the_quickening
12938,tt0444344,m/house_party_2
12939,tt0444344,m/fx_2_the_deadly_art_of_illusion
12940,tt0271144,m/naked_gun_2_12_the_the_smell_of_fear
12941,tt0271144,m/terminator_2_judgment_day
12942,tt0271144,m/highlander_2_the_quickening
12943,tt0271144,m/house_party_2
12944,tt0271144,m/fx_2_the_deadly_art_of_illusion
12945,tt0101862,m/1037864-father_of_the_bride
12946,tt0102264,m/1037864-father_of_the_bride
12947,tt0102465,m/1037864-father_of_the_bride
12948,tt0102017,m/la_story
12949,tt0102250,m/la_story
12950,tt0333686,m/little_man_tate
12951,tt0104796,m/little_man_tate
12952,tt0102317,m/little_man_tate
12953,tt0102316,m/little_man_tate
12954,tt0102319,m/little_man_tate
12955,tt0097079,m/out_for_justice
12956,tt0331281,m/out_for_justice
12957,tt0105175,m/out_for_justice
12958,tt0105507,m/out_for_justice
12959,tt0102614,m/out_for_justice
12960,tt0123855,m/out_for_justice
12961,tt0101492,m/1040324-body_parts
12962,tt0101922,m/prince_of_tides
12963,tt0102713,m/prince_of_tides
12964,tt0101589,m/new_jack_city
12965,tt0102526,m/new_jack_city
12966,tt0101588,m/new_jack_city
12967,tt0104981,m/new_jack_city
12968,tt0101410,m/barton_fink
12969,tt0252010,m/1035639-toy_soldiers
12970,tt0102995,m/1035639-toy_soldiers
12971,tt0105439,m/1035639-toy_soldiers
12972,tt0103112,m/1035639-toy_soldiers
12973,tt0103956,m/critters_3
12974,tt0103956,m/childs_play_3
12975,tt0295956,m/critters_3
12976,tt0295956,m/childs_play_3
12977,tt0153356,m/critters_3
12978,tt0153356,m/childs_play_3
12979,tt0101702,m/critters_3
12980,tt0101702,m/childs_play_3
12981,tt0103773,m/critters_3
12982,tt0103773,m/childs_play_3
12983,tt0103204,m/critters_3
12984,tt0103204,m/childs_play_3
12985,tt0392353,m/critters_3
12986,tt0392353,m/childs_play_3
12987,tt0226968,m/critters_3
12988,tt0226968,m/childs_play_3
12989,tt0103133,m/critters_3
12990,tt0103133,m/childs_play_3
12991,tt0101627,m/critters_3
12992,tt0101627,m/childs_play_3
12993,tt0103241,m/what_about_bob
12994,tt0102593,m/one_good_cop
12995,tt0101726,m/andrew-dice-clay-dice-rules
12996,tt0101921,m/fried_green_tomatoes
12997,tt0099935,m/fried_green_tomatoes
12998,tt0102888,m/sex_drugs_rock_and_roll
12999,tt0143721,m/mistress_1991
13000,tt13459422,m/mistress_1991
13001,tt0102059,m/1036179-hot_shots
13002,tt0101746,m/1037015-doctor
13003,tt0103128,m/true_identity
13004,tt0101924,m/the_perfect_weapon
13005,tt0102655,m/the_perfect_weapon
13006,tt0102900,m/1036952-shattered
13007,tt0102749,m/rage_in_harlem
13008,tt0102753,m/rambling_rose
13009,tt0105809,m/sleeping_with_the_enemy
13010,tt0102945,m/sleeping_with_the_enemy
13011,tt0100626,m/sleeping_with_the_enemy
13012,tt0480340,m/1037649-my_girl
13013,tt14769686,m/1037649-my_girl
13014,tt0100488,m/1037649-my_girl
13015,tt0102492,m/1037649-my_girl
13016,tt0101821,m/ernest-scared-stupid
13017,tt0101748,m/1036458-dogfight
13018,tt0101764,m/double_impact
13019,tt0101414,m/object_of_beauty
13020,tt0101414,m/beauty_and_the_beast_1991
13021,tt0102573,m/object_of_beauty
13022,tt0102573,m/beauty_and_the_beast_1991
13023,tt0363727,m/object_of_beauty
13024,tt0363727,m/beauty_and_the_beast_1991
13025,tt0240073,m/night_on_earth
13026,tt0202778,m/night_on_earth
13027,tt0102536,m/night_on_earth
13028,tt0101891,m/five_heartbeats
13029,tt0102103,m/impromptu
13030,tt0101463,m/black_robe
13031,tt0101464,m/black_robe
13032,tt0101465,m/black_robe
13033,tt0101981,m/black_robe
13034,tt0101466,m/black_robe
13035,tt0378033,m/black_robe
13036,tt0460479,m/black_robe
13037,tt0101761,m/doors
13038,tt0254656,m/1037017-paradise
13039,tt0422439,m/1037017-paradise
13040,tt0100766,m/1037017-paradise
13041,tt0128409,m/1037017-paradise
13042,tt0102633,m/1037017-paradise
13043,tt0084015,m/1037017-paradise
13044,tt0418808,m/1037017-paradise
13045,tt0102631,m/1037017-paradise
13046,tt0101523,m/butchers_wife
13047,tt0101453,m/billy_bathgate
13048,tt0102116,m/the_indian_runner
13049,tt0102555,m/not_without_my_daughter
13050,tt0104570,m/bill_and_teds_bogus_journey
13051,tt0104570,m/journey_of_hope_1991
13052,tt0101452,m/bill_and_teds_bogus_journey
13053,tt0101452,m/journey_of_hope_1991
13054,tt0102450,m/1036129-miracle
13055,tt0163598,m/silence_of_the_lambs
13056,tt0102926,m/silence_of_the_lambs
13057,tt0103007,m/super
13058,tt0354089,m/teenage_mutant_ninja_turtles_2_the_secret_of_the_ooze
13059,tt0298609,m/teenage_mutant_ninja_turtles_2_the_secret_of_the_ooze
13060,tt0103060,m/teenage_mutant_ninja_turtles_2_the_secret_of_the_ooze
13061,tt0244462,m/1039460-all_i_want_for_christmas
13062,tt0101301,m/1039460-all_i_want_for_christmas
13063,tt0102469,m/mortal_thoughts
13064,tt0101775,m/drop_dead_fred
13065,tt0164424,m/blood_in_the_face
13066,tt0384431,m/blood_in_the_face
13067,tt0187144,m/blood_in_the_face
13068,tt0294382,m/blood_in_the_face
13069,tt0101475,m/blood_in_the_face
13070,tt0101479,m/blood_in_the_face
13071,tt0101743,m/blood_in_the_face
13072,tt0102996,m/strictly_business
13073,tt0165820,m/strictly_business
13074,tt0101606,m/strictly_business
13075,tt0128804,m/hear_my_song
13076,tt0102014,m/hear_my_song
13077,tt0105691,m/under_suspicion_1991
13078,tt0105691,m/guilty_by_suspicion
13079,tt0101984,m/under_suspicion_1991
13080,tt0101984,m/guilty_by_suspicion
13081,tt0101605,m/1037024-commitments
13082,tt0235407,m/my_own_private_idaho
13083,tt0102494,m/my_own_private_idaho
13084,tt0346658,m/wild_hearts_cant_be_broken
13085,tt0103262,m/wild_hearts_cant_be_broken
13086,tt0102070,m/hudson_hawk
13087,tt0102216,m/king_ralph
13088,tt0097122,m/once_upon_a_crime
13089,tt0104567,m/johnny_suede
13090,tt0102279,m/late_for_dinner
13091,tt0102138,m/1037756-jfk
13092,tt0103247,m/1032182-white_fang
13093,tt0102005,m/harley_davidson_and_the_marlboro_man
13094,tt0102460,m/mobsters
13095,tt0101428,m/la_belle_noiseuse
13096,tt0101725,m/1036553-hitman
13097,tt0102045,m/1036553-hitman
13098,tt0102803,m/rocketeer
13099,tt0102685,m/point_break
13100,tt0101698,m/defending_your_life
13101,tt0101902,m/for_the_boys
13102,tt0102388,m/1037780-man_in_the_moon
13103,tt0166952,m/dead_again
13104,tt0101669,m/dead_again
13105,tt0102768,m/regarding_henry
13106,tt0176450,m/another_you
13107,tt0101356,m/another_you
13108,tt0138465,m/another_you
13109,tt0103125,m/1033465-true_colors
13110,tt0134768,m/mans_best_friend_1991
13111,tt0101701,m/delirious
13112,tt0101272,m/addams_family
13113,tt0128748,m/robin_hood_prince_of_thieves
13114,tt0102798,m/robin_hood_prince_of_thieves
13115,tt0102057,m/hook
13116,tt0101757,m/dont_tell_mom_the_babysitters_dead
13117,tt0102975,m/star_trek_vi_the_undiscovered_country
13118,tt0102004,m/hard_way
13119,tt0102687,m/1037447-poison
13120,tt0102411,m/marrying_man
13121,tt0102370,m/madonna_truth_or_dare
13122,tt0102849,m/scenes_from_a_mall
13123,tt0102011,m/he_said_she_said
13124,tt0101998,m/hangin_with_the_homeboys
13125,tt0101587,m/city_slickers
13126,tt0101572,m/city_slickers
13127,tt0102015,m/hearts_of_darkness_a_filmmakers_apocalypse
13128,tt0102721,m/proof_1991
13129,tt0101635,m/curly_sue
13130,tt0102609,m/other_peoples_money
13131,tt0101694,m/1037177-deceived
13132,tt0102016,m/doc_hollywood
13133,tt0856245,m/doc_hollywood
13134,tt0101745,m/doc_hollywood
13135,tt0101379,m/daughters_of_the_dust
13136,tt0104057,m/daughters_of_the_dust
13137,tt0102951,m/soapdish
13138,tt0099587,m/the_flight_of_the_intruder
13139,tt0101507,m/boyz_n_the_hood
13140,tt0102782,m/return_to_the_blue_lagoon
13141,tt0100369,m/1031984-pit_and_the_pendulum
13142,tt0101912,m/1037161-frankie_and_johnny
13143,tt0142759,m/people_under_the_stairs
13144,tt0105121,m/people_under_the_stairs
13145,tt0101004,m/zandalee
13146,tt10080214,m/freddys_dead_the_final_nightmare
13147,tt0101917,m/freddys_dead_the_final_nightmare
13148,tt0101516,m/bugsy
13149,tt0103074,m/thelma_and_louise
13150,tt0101615,m/cool_as_ice
13151,tt0101889,m/fisher_king
13152,tt0102820,m/1038009-rush
13153,tt0102303,m/life_stinks
13154,tt0102757,m/rapture
13155,tt0103184,m/vi_warshawski
13156,tt0101540,m/1037581-cape_fear
13157,tt0103016,m/1034067-switch
13158,tt0102266,m/last_boy_scout
13159,tt0102288,m/let_him_have_it
13160,tt0100303,m/operation_condor
13161,tt0102517,m/necessary_roughness
13162,tt0102603,m/1034151-oscar
13163,tt0102050,m/1037599-voyager
13164,tt0110908,m/city_slickers_ii_the_legend_of_curlys_gold
13165,tt0110908,m/white_fang_2_myth_of_the_white_wolf
13166,tt0110908,m/leprechaun_2
13167,tt0110908,m/d2_the_mighty_ducks
13168,tt0110908,m/beethovens_2nd
13169,tt0110954,m/city_slickers_ii_the_legend_of_curlys_gold
13170,tt0110954,m/white_fang_2_myth_of_the_white_wolf
13171,tt0110954,m/leprechaun_2
13172,tt0110954,m/d2_the_mighty_ducks
13173,tt0110954,m/beethovens_2nd
13174,tt0110667,m/city_slickers_ii_the_legend_of_curlys_gold
13175,tt0110667,m/white_fang_2_myth_of_the_white_wolf
13176,tt0110667,m/leprechaun_2
13177,tt0110667,m/d2_the_mighty_ducks
13178,tt0110667,m/beethovens_2nd
13179,tt0149052,m/city_slickers_ii_the_legend_of_curlys_gold
13180,tt0149052,m/white_fang_2_myth_of_the_white_wolf
13181,tt0149052,m/leprechaun_2
13182,tt0149052,m/d2_the_mighty_ducks
13183,tt0149052,m/beethovens_2nd
13184,tt0109520,m/city_slickers_ii_the_legend_of_curlys_gold
13185,tt0109520,m/white_fang_2_myth_of_the_white_wolf
13186,tt0109520,m/leprechaun_2
13187,tt0109520,m/d2_the_mighty_ducks
13188,tt0109520,m/beethovens_2nd
13189,tt0193975,m/city_slickers_ii_the_legend_of_curlys_gold
13190,tt0193975,m/white_fang_2_myth_of_the_white_wolf
13191,tt0193975,m/leprechaun_2
13192,tt0193975,m/d2_the_mighty_ducks
13193,tt0193975,m/beethovens_2nd
13194,tt0142778,m/city_slickers_ii_the_legend_of_curlys_gold
13195,tt0142778,m/white_fang_2_myth_of_the_white_wolf
13196,tt0142778,m/leprechaun_2
13197,tt0142778,m/d2_the_mighty_ducks
13198,tt0142778,m/beethovens_2nd
13199,tt0772758,m/city_slickers_ii_the_legend_of_curlys_gold
13200,tt0772758,m/white_fang_2_myth_of_the_white_wolf
13201,tt0772758,m/leprechaun_2
13202,tt0772758,m/d2_the_mighty_ducks
13203,tt0772758,m/beethovens_2nd
13204,tt0107260,m/city_slickers_ii_the_legend_of_curlys_gold
13205,tt0107260,m/white_fang_2_myth_of_the_white_wolf
13206,tt0107260,m/leprechaun_2
13207,tt0107260,m/d2_the_mighty_ducks
13208,tt0107260,m/beethovens_2nd
13209,tt14708184,m/city_slickers_ii_the_legend_of_curlys_gold
13210,tt14708184,m/white_fang_2_myth_of_the_white_wolf
13211,tt14708184,m/leprechaun_2
13212,tt14708184,m/d2_the_mighty_ducks
13213,tt14708184,m/beethovens_2nd
13214,tt0160984,m/city_slickers_ii_the_legend_of_curlys_gold
13215,tt0160984,m/white_fang_2_myth_of_the_white_wolf
13216,tt0160984,m/leprechaun_2
13217,tt0160984,m/d2_the_mighty_ducks
13218,tt0160984,m/beethovens_2nd
13219,tt0408947,m/city_slickers_ii_the_legend_of_curlys_gold
13220,tt0408947,m/white_fang_2_myth_of_the_white_wolf
13221,tt0408947,m/leprechaun_2
13222,tt0408947,m/d2_the_mighty_ducks
13223,tt0408947,m/beethovens_2nd
13224,tt0110530,m/city_slickers_ii_the_legend_of_curlys_gold
13225,tt0110530,m/white_fang_2_myth_of_the_white_wolf
13226,tt0110530,m/leprechaun_2
13227,tt0110530,m/d2_the_mighty_ducks
13228,tt0110530,m/beethovens_2nd
13229,tt0118521,m/city_slickers_ii_the_legend_of_curlys_gold
13230,tt0118521,m/white_fang_2_myth_of_the_white_wolf
13231,tt0118521,m/leprechaun_2
13232,tt0118521,m/d2_the_mighty_ducks
13233,tt0118521,m/beethovens_2nd
13234,tt0312327,m/city_slickers_ii_the_legend_of_curlys_gold
13235,tt0312327,m/white_fang_2_myth_of_the_white_wolf
13236,tt0312327,m/leprechaun_2
13237,tt0312327,m/d2_the_mighty_ducks
13238,tt0312327,m/beethovens_2nd
13239,tt0156686,m/city_slickers_ii_the_legend_of_curlys_gold
13240,tt0156686,m/white_fang_2_myth_of_the_white_wolf
13241,tt0156686,m/leprechaun_2
13242,tt0156686,m/d2_the_mighty_ducks
13243,tt0156686,m/beethovens_2nd
13244,tt0109729,m/city_slickers_ii_the_legend_of_curlys_gold
13245,tt0109729,m/white_fang_2_myth_of_the_white_wolf
13246,tt0109729,m/leprechaun_2
13247,tt0109729,m/d2_the_mighty_ducks
13248,tt0109729,m/beethovens_2nd
13249,tt0184271,m/city_slickers_ii_the_legend_of_curlys_gold
